  0,   0.0100
  3600,   0.2400
  7200,   0.3300
  10800,   0.1800
  14400,   0.1200
  18000,   0.0500
  21600,   0.0200
  25200,   0.0100
  28800,   0.0100
  32400,   0.0100
  36000,   0.0100
  39600,   0.0100
